experiment,dataset,method,degree,regularization,lambda1,lambda2,batch_size,normalized,condition_number,loss,risk,l1,l2,iterations,epochs,grad_evals,time_seconds,status,converged,weights,alpha0,decay,clipped_updates,max_grad_norm
batch_size,nonlinear,mini_batch,5,none,0.0,0.0,1,True,1390.1518076748573,0.25659886695008566,0.25659886695008566,0.0,0.0,480,480,72000,0.9364455999893835,max_epochs_reached,False,"[0.1407714258, 2.470265234, 0.705967798, -3.587669261, -0.3458996638, 1.100045857]",0.022,0.018,1238,100.0
batch_size,nonlinear,mini_batch,5,none,0.0,0.0,4,True,1390.1518076748573,0.22913905819449318,0.22913905819449318,0.0,0.0,480,480,18240,0.24995890000718646,max_epochs_reached,False,"[0.1388944418, 2.423721739, 0.7235097638, -3.540832567, -0.320100445, 1.046973254]",0.022,0.018,17,100.0
batch_size,nonlinear,mini_batch,5,none,0.0,0.0,8,True,1390.1518076748573,0.23315266449667077,0.23315266449667077,0.0,0.0,480,480,9120,0.1364303000009386,max_epochs_reached,False,"[0.1408519089, 2.125600456, 0.7269018095, -3.136178545, -0.310139579, 0.93995959]",0.022,0.018,0,100.0
batch_size,nonlinear,mini_batch,5,none,0.0,0.0,16,True,1390.1518076748573,0.2706506683908378,0.2706506683908378,0.0,0.0,480,480,4800,0.08093939999525901,max_epochs_reached,False,"[0.1510333852, 1.573887974, 0.689901416, -2.392405239, -0.3052629973, 0.7397991625]",0.022,0.018,0,100.0
batch_size,nonlinear,mini_batch,5,none,0.0,0.0,32,True,1390.1518076748573,0.3589353366978735,0.3589353366978735,0.0,0.0,480,480,2400,0.047515199999907054,max_epochs_reached,False,"[0.1947326669, 0.9436139005, 0.5839503374, -1.53718765, -0.2647384975, 0.4997773508]",0.022,0.018,0,100.0
batch_size,nonlinear,mini_batch,5,none,0.0,0.0,64,True,1390.1518076748573,0.43312133412667275,0.43312133412667275,0.0,0.0,480,480,1440,0.03493370000796858,max_epochs_reached,False,"[0.2386824055, 0.5773536688, 0.4676811377, -1.042493826, -0.2244968254, 0.3672877281]",0.022,0.018,0,100.0
batch_size,nonlinear,mini_batch,5,none,0.0,0.0,150,True,1390.1518076748573,0.5517412619007394,0.5517412619007394,0.0,0.0,480,480,480,0.03742549999151379,max_epochs_reached,False,"[0.3075444266, 0.1381511619, 0.2645483635, -0.4220055096, -0.1500597028, 0.1877942766]",0.022,0.018,0,100.0
