batch_size,lambda2,lambda1,regularization,degree,dataset,method,loss,risk,l1,l2,grad_evals,epochs,time
32,0.0,0.0,none,2,almost_linear,mini_batch,13.33867984582428,13.33867984582428,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,none,2,almost_linear,mini_batch,7.796845425434524,7.796845425434524,0.0,0.0,5.0,1.0,0.00011509998876135796
32,0.0,0.0,none,2,almost_linear,mini_batch,4.71623606532074,4.71623606532074,0.0,0.0,10.0,2.0,0.00022089999401941895
32,0.0,0.0,none,2,almost_linear,mini_batch,2.9325013471308745,2.9325013471308745,0.0,0.0,15.0,3.0,0.00031949998810887337
32,0.0,0.0,none,2,almost_linear,mini_batch,1.8654351127827344,1.8654351127827344,0.0,0.0,20.0,4.0,0.0004163999983575195
32,0.0,0.0,none,2,almost_linear,mini_batch,1.2143764981887335,1.2143764981887335,0.0,0.0,25.0,5.0,0.0005131999932928011
32,0.0,0.0,none,2,almost_linear,mini_batch,0.8155339539153988,0.8155339539153988,0.0,0.0,30.0,6.0,0.0006088999944040552
32,0.0,0.0,none,2,almost_linear,mini_batch,0.5645950664532643,0.5645950664532643,0.0,0.0,35.0,7.0,0.0007131999882403761
32,0.0,0.0,none,2,almost_linear,mini_batch,0.4055656677438139,0.4055656677438139,0.0,0.0,40.0,8.0,0.0008125000022118911
32,0.0,0.0,none,2,almost_linear,mini_batch,0.3042198468045754,0.3042198468045754,0.0,0.0,45.0,9.0,0.000909399997908622
32,0.0,0.0,none,2,almost_linear,mini_batch,0.24013701982089383,0.24013701982089383,0.0,0.0,50.0,10.0,0.0010046999959740788
32,0.0,0.0,none,2,almost_linear,mini_batch,0.1953624824872167,0.1953624824872167,0.0,0.0,55.0,11.0,0.0010998999932780862
32,0.0,0.0,none,2,almost_linear,mini_batch,0.16534083185900086,0.16534083185900086,0.0,0.0,60.0,12.0,0.001196099998196587
32,0.0,0.0,none,2,almost_linear,mini_batch,0.14474402555178909,0.14474402555178909,0.0,0.0,65.0,13.0,0.0012915999977849424
32,0.0,0.0,none,2,almost_linear,mini_batch,0.13072208711358577,0.13072208711358577,0.0,0.0,70.0,14.0,0.0013867999950889498
32,0.0,0.0,none,2,almost_linear,mini_batch,0.12075988457887595,0.12075988457887595,0.0,0.0,75.0,15.0,0.0014814000023761764
32,0.0,0.0,none,2,almost_linear,mini_batch,0.11330011647019518,0.11330011647019518,0.0,0.0,80.0,16.0,0.0015755999920656905
32,0.0,0.0,none,2,almost_linear,mini_batch,0.10740810086985664,0.10740810086985664,0.0,0.0,85.0,17.0,0.001670199999352917
32,0.0,0.0,none,2,almost_linear,mini_batch,0.10272256866654807,0.10272256866654807,0.0,0.0,90.0,18.0,0.0017647999920882285
32,0.0,0.0,none,2,almost_linear,mini_batch,0.09940803762780585,0.09940803762780585,0.0,0.0,95.0,19.0,0.0018592999986140057
32,0.0,0.0,none,2,almost_linear,mini_batch,0.09676711482821415,0.09676711482821415,0.0,0.0,100.0,20.0,0.0019542999943951145
32,0.0,0.0,none,2,almost_linear,mini_batch,0.09454400808761378,0.09454400808761378,0.0,0.0,105.0,21.0,0.002048900001682341
32,0.0,0.0,none,2,almost_linear,mini_batch,0.09275164072929788,0.09275164072929788,0.0,0.0,110.0,22.0,0.002142699988326058
32,0.0,0.0,none,2,almost_linear,mini_batch,0.09123162345265352,0.09123162345265352,0.0,0.0,115.0,23.0,0.0022369999933289364
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08996081419752788,0.08996081419752788,0.0,0.0,120.0,24.0,0.0023547999880975112
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08895800868072658,0.08895800868072658,0.0,0.0,125.0,25.0,0.002455299996654503
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08808071734896769,0.08808071734896769,0.0,0.0,130.0,26.0,0.0025565999967511743
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08734222705032084,0.08734222705032084,0.0,0.0,135.0,27.0,0.0026513999910093844
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08665471986217313,0.08665471986217313,0.0,0.0,140.0,28.0,0.002755499997874722
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08607468700919102,0.08607468700919102,0.0,0.0,145.0,29.0,0.002851899989764206
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08553552522591665,0.08553552522591665,0.0,0.0,150.0,30.0,0.002947799992398359
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08512557391015564,0.08512557391015564,0.0,0.0,155.0,31.0,0.0030430999904638156
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08472913493532178,0.08472913493532178,0.0,0.0,160.0,32.0,0.0031381000007968396
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08441652169020335,0.08441652169020335,0.0,0.0,165.0,33.0,0.003233600000385195
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08412316984127213,0.08412316984127213,0.0,0.0,170.0,34.0,0.0033281999931205064
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08381366445814535,0.08381366445814535,0.0,0.0,175.0,35.0,0.003423199988901615
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08358217958377326,0.08358217958377326,0.0,0.0,180.0,36.0,0.00351879998925142
32,0.0,0.0,none,2,almost_linear,mini_batch,0.08333573463517678,0.08333573463517678,0.0,0.0,185.0,37.0,0.003613499997300096
