batch_size,lambda2,lambda1,regularization,degree,dataset,method,loss,risk,l1,l2,grad_evals,epochs,time
32,0.0,0.0,none,5,nonlinear,mini_batch,0.8011107210671458,0.8011107210671458,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,none,5,nonlinear,mini_batch,1.0247280488174977,1.0247280488174977,0.0,0.0,5.0,1.0,0.0001348999940091744
32,0.0,0.0,none,5,nonlinear,mini_batch,0.7806566473119773,0.7806566473119773,0.0,0.0,10.0,2.0,0.0002423999976599589
32,0.0,0.0,none,5,nonlinear,mini_batch,0.7149575183369645,0.7149575183369645,0.0,0.0,15.0,3.0,0.000344899992342107
32,0.0,0.0,none,5,nonlinear,mini_batch,0.7109406933171554,0.7109406933171554,0.0,0.0,20.0,4.0,0.0004445999948075041
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6835212349522678,0.6835212349522678,0.0,0.0,25.0,5.0,0.0005449000018415973
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6395550743773768,0.6395550743773768,0.0,0.0,30.0,6.0,0.0006433999951696023
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6621292204088681,0.6621292204088681,0.0,0.0,35.0,7.0,0.0007415000000037253
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6327635233450667,0.6327635233450667,0.0,0.0,40.0,8.0,0.0008397000055992976
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6752486822711287,0.6752486822711287,0.0,0.0,45.0,9.0,0.0009394999942742288
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6932678543693851,0.6932678543693851,0.0,0.0,50.0,10.0,0.0010385000059613958
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6146038066866227,0.6146038066866227,0.0,0.0,55.0,11.0,0.0011350999993737787
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6022191725011772,0.6022191725011772,0.0,0.0,60.0,12.0,0.0012321999965934083
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6012715787193804,0.6012715787193804,0.0,0.0,65.0,13.0,0.0013286000030348077
32,0.0,0.0,none,5,nonlinear,mini_batch,0.598668401485715,0.598668401485715,0.0,0.0,70.0,14.0,0.0014250999956857413
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6068457992057559,0.6068457992057559,0.0,0.0,75.0,15.0,0.0015215000021271408
32,0.0,0.0,none,5,nonlinear,mini_batch,0.592163994871787,0.592163994871787,0.0,0.0,80.0,16.0,0.0016415999998571351
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5793629707397336,0.5793629707397336,0.0,0.0,85.0,17.0,0.0017776000022422522
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5803034338083046,0.5803034338083046,0.0,0.0,90.0,18.0,0.001879699993878603
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6964928528058136,0.6964928528058136,0.0,0.0,95.0,19.0,0.001976900006411597
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5726637857156172,0.5726637857156172,0.0,0.0,100.0,20.0,0.0020846999977948144
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5845885648918592,0.5845885648918592,0.0,0.0,105.0,21.0,0.0021829000033903867
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5738937407304762,0.5738937407304762,0.0,0.0,110.0,22.0,0.002279599997564219
32,0.0,0.0,none,5,nonlinear,mini_batch,0.6283360774366484,0.6283360774366484,0.0,0.0,115.0,23.0,0.002377199998591095
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5766236525347749,0.5766236525347749,0.0,0.0,120.0,24.0,0.002475200002663769
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5638196865258204,0.5638196865258204,0.0,0.0,125.0,25.0,0.0025750000058906153
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5556041754563343,0.5556041754563343,0.0,0.0,130.0,26.0,0.0026723000046331435
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5670441127110549,0.5670441127110549,0.0,0.0,135.0,27.0,0.0027683999942382798
32,0.0,0.0,none,5,nonlinear,mini_batch,0.551051768543443,0.551051768543443,0.0,0.0,140.0,28.0,0.0028645999991567805
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5718480530829458,0.5718480530829458,0.0,0.0,145.0,29.0,0.0029599999979836866
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5587688545574135,0.5587688545574135,0.0,0.0,150.0,30.0,0.003056100002140738
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5485567081562295,0.5485567081562295,0.0,0.0,155.0,31.0,0.0031516000017290935
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5454034711285737,0.5454034711285737,0.0,0.0,160.0,32.0,0.0032460999937029555
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5466349181789792,0.5466349181789792,0.0,0.0,165.0,33.0,0.0033426000009058043
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5391716384926671,0.5391716384926671,0.0,0.0,170.0,34.0,0.0034387000050628558
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5388404755594013,0.5388404755594013,0.0,0.0,175.0,35.0,0.003534499992383644
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5381613540561011,0.5381613540561011,0.0,0.0,180.0,36.0,0.0036303999950177968
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5681571540182336,0.5681571540182336,0.0,0.0,185.0,37.0,0.0037259999953676015
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5320874103331777,0.5320874103331777,0.0,0.0,190.0,38.0,0.0038213999941945076
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5337957995934808,0.5337957995934808,0.0,0.0,195.0,39.0,0.003916699992259964
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5342452950584,0.5342452950584,0.0,0.0,200.0,40.0,0.004012000004877336
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5315828377517389,0.5315828377517389,0.0,0.0,205.0,41.0,0.004119499993976206
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5352736361974268,0.5352736361974268,0.0,0.0,210.0,42.0,0.004215799999656156
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5353262131057939,0.5353262131057939,0.0,0.0,215.0,43.0,0.004312999997637235
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5212427370618832,0.5212427370618832,0.0,0.0,220.0,44.0,0.004408900000271387
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5224170119246158,0.5224170119246158,0.0,0.0,225.0,45.0,0.00450480000290554
32,0.0,0.0,none,5,nonlinear,mini_batch,0.522244763040002,0.522244763040002,0.0,0.0,230.0,46.0,0.004599899999448098
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5177914871110861,0.5177914871110861,0.0,0.0,235.0,47.0,0.004695600000559352
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5167485346761345,0.5167485346761345,0.0,0.0,240.0,48.0,0.004791200000909157
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5134698639817908,0.5134698639817908,0.0,0.0,245.0,49.0,0.004887599992798641
32,0.0,0.0,none,5,nonlinear,mini_batch,0.523163573990589,0.523163573990589,0.0,0.0,250.0,50.0,0.004983499995432794
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5131547592780369,0.5131547592780369,0.0,0.0,255.0,51.0,0.005120300003909506
32,0.0,0.0,none,5,nonlinear,mini_batch,0.508700199475065,0.508700199475065,0.0,0.0,260.0,52.0,0.005266299995128065
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5248140705662976,0.5248140705662976,0.0,0.0,265.0,53.0,0.0053703000012319535
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5063988744169838,0.5063988744169838,0.0,0.0,270.0,54.0,0.005468999996082857
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5186702929273341,0.5186702929273341,0.0,0.0,275.0,55.0,0.005565900006331503
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5060370814429705,0.5060370814429705,0.0,0.0,280.0,56.0,0.005661100003635511
32,0.0,0.0,none,5,nonlinear,mini_batch,0.5017687098455421,0.5017687098455421,0.0,0.0,285.0,57.0,0.005756300000939518
