batch_size,lambda2,lambda1,regularization,degree,dataset,method,loss,risk,l1,l2,grad_evals,epochs,time
1,0.0,0.0,none,5,almost_linear,sgd,13.33867984582428,13.33867984582428,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,none,5,almost_linear,sgd,28.26650721469523,28.26650721469523,0.0,0.0,150.0,1.0,0.0019859000021824613
1,0.0,0.0,none,5,almost_linear,sgd,20.742785796526075,20.742785796526075,0.0,0.0,300.0,2.0,0.003930999999283813
1,0.0,0.0,none,5,almost_linear,sgd,7.611765232055971,7.611765232055971,0.0,0.0,450.0,3.0,0.0058711999881779775
1,0.0,0.0,none,5,almost_linear,sgd,1.8255048472281725,1.8255048472281725,0.0,0.0,600.0,4.0,0.007814899989170954
1,0.0,0.0,none,5,almost_linear,sgd,34.95528466011651,34.95528466011651,0.0,0.0,750.0,5.0,0.009743499991600402
1,0.0,0.0,none,5,almost_linear,sgd,0.3642483629896476,0.3642483629896476,0.0,0.0,900.0,6.0,0.011665799989714287
1,0.0,0.0,none,5,almost_linear,sgd,12.615489184410663,12.615489184410663,0.0,0.0,1050.0,7.0,0.013624999992316589
1,0.0,0.0,none,5,almost_linear,sgd,31.74448788920612,31.74448788920612,0.0,0.0,1200.0,8.0,0.015677599993068725
1,0.0,0.0,none,5,almost_linear,sgd,1.237661813219138,1.237661813219138,0.0,0.0,1350.0,9.0,0.017603299987968057
1,0.0,0.0,none,5,almost_linear,sgd,6.063625541882689,6.063625541882689,0.0,0.0,1500.0,10.0,0.01953029999276623
1,0.0,0.0,none,5,almost_linear,sgd,25.125810108659365,25.125810108659365,0.0,0.0,1650.0,11.0,0.02146179998817388
1,0.0,0.0,none,5,almost_linear,sgd,14.561575178564551,14.561575178564551,0.0,0.0,1800.0,12.0,0.02339649999339599
1,0.0,0.0,none,5,almost_linear,sgd,2.2774693022083805,2.2774693022083805,0.0,0.0,1950.0,13.0,0.02531519999320153
1,0.0,0.0,none,5,almost_linear,sgd,0.5233821099474993,0.5233821099474993,0.0,0.0,2100.0,14.0,0.027247399993939325
1,0.0,0.0,none,5,almost_linear,sgd,0.6820017573894647,0.6820017573894647,0.0,0.0,2250.0,15.0,0.029166199994506314
1,0.0,0.0,none,5,almost_linear,sgd,15.578398055521047,15.578398055521047,0.0,0.0,2400.0,16.0,0.03162239999801386
1,0.0,0.0,none,5,almost_linear,sgd,0.5954600163295354,0.5954600163295354,0.0,0.0,2550.0,17.0,0.03354540000145789
1,0.0,0.0,none,5,almost_linear,sgd,1.476328408974064,1.476328408974064,0.0,0.0,2700.0,18.0,0.03547380000236444
1,0.0,0.0,none,5,almost_linear,sgd,15.43105968956201,15.43105968956201,0.0,0.0,2850.0,19.0,0.03738809999777004
1,0.0,0.0,none,5,almost_linear,sgd,0.48043062564363104,0.48043062564363104,0.0,0.0,3000.0,20.0,0.03930209999089129
1,0.0,0.0,none,5,almost_linear,sgd,0.7042668719909014,0.7042668719909014,0.0,0.0,3150.0,21.0,0.041229499998735264
1,0.0,0.0,none,5,almost_linear,sgd,0.32480226223824876,0.32480226223824876,0.0,0.0,3300.0,22.0,0.04314299998804927
1,0.0,0.0,none,5,almost_linear,sgd,2.0806455365449863,2.0806455365449863,0.0,0.0,3450.0,23.0,0.045042099998681806
1,0.0,0.0,none,5,almost_linear,sgd,18.366126889658506,18.366126889658506,0.0,0.0,3600.0,24.0,0.04701599999680184
1,0.0,0.0,none,5,almost_linear,sgd,2.5371443415955928,2.5371443415955928,0.0,0.0,3750.0,25.0,0.04894419999618549
1,0.0,0.0,none,5,almost_linear,sgd,1.2317167658993393,1.2317167658993393,0.0,0.0,3900.0,26.0,0.050849399995058775
1,0.0,0.0,none,5,almost_linear,sgd,7.9860949946464945,7.9860949946464945,0.0,0.0,4050.0,27.0,0.05276029999367893
1,0.0,0.0,none,5,almost_linear,sgd,0.36476544418737417,0.36476544418737417,0.0,0.0,4200.0,28.0,0.054676899992045946
1,0.0,0.0,none,5,almost_linear,sgd,1.1194910040725778,1.1194910040725778,0.0,0.0,4350.0,29.0,0.05660949999582954
1,0.0,0.0,none,5,almost_linear,sgd,3.19486081074253,3.19486081074253,0.0,0.0,4500.0,30.0,0.05851789998996537
1,0.0,0.0,none,5,almost_linear,sgd,0.2953781737556889,0.2953781737556889,0.0,0.0,4650.0,31.0,0.0604274999932386
1,0.0,0.0,none,5,almost_linear,sgd,1.1486885834715361,1.1486885834715361,0.0,0.0,4800.0,32.0,0.062436399995931424
1,0.0,0.0,none,5,almost_linear,sgd,0.6591120753953698,0.6591120753953698,0.0,0.0,4950.0,33.0,0.06433850000030361
1,0.0,0.0,none,5,almost_linear,sgd,1.3585879401535643,1.3585879401535643,0.0,0.0,5100.0,34.0,0.0662430999946082
1,0.0,0.0,none,5,almost_linear,sgd,0.08258201802798786,0.08258201802798786,0.0,0.0,5250.0,35.0,0.0681437999883201
