lambda2,lambda1,regularization,degree,dataset,method,loss,risk,l1,l2,grad_evals,epochs,time
0.0,0.0,none,2,nonlinear,gauss_newton,0.8011107210671458,0.8011107210671458,0.0,0.0,0.0,0.0,0.0
0.0,0.0,none,2,nonlinear,gauss_newton,0.6858419227686852,0.6858419227686852,0.0,0.0,1.0,1.0,6.809999467805028e-05
0.0,0.0,none,2,nonlinear,gauss_newton,0.6858419227686852,0.6858419227686852,0.0,0.0,2.0,2.0,0.00011579999409150332
