batch_size,lambda2,lambda1,regularization,degree,dataset,method,loss,risk,l1,l2,grad_evals,epochs,time
32,0.0,0.1,L1,10,nonlinear,mini_batch,0.8011107210671458,0.8011107210671458,0.0,0.0,0.0,0.0,0.0
32,0.0,0.1,L1,10,nonlinear,mini_batch,8579.189597443306,8578.858996987232,0.33060045607480437,0.0,5.0,1.0,0.00020969999604858458
32,0.0,0.1,L1,10,nonlinear,mini_batch,1234.8580477675005,1234.7200313383603,0.13801642914019122,0.0,10.0,2.0,0.00037480000173673034
32,0.0,0.1,L1,10,nonlinear,mini_batch,5003.723759147095,5003.497518936686,0.2262402104087706,0.0,15.0,3.0,0.0005250999965937808
32,0.0,0.1,L1,10,nonlinear,mini_batch,2123.176447475244,2122.976235192475,0.20021228276894185,0.0,20.0,4.0,0.0006955999997444451
32,0.0,0.1,L1,10,nonlinear,mini_batch,2585.6195498691586,2585.399457483086,0.22009238607292134,0.0,25.0,5.0,0.0008465999999316409
32,0.0,0.1,L1,10,nonlinear,mini_batch,3638.0207317416903,3637.7331255600066,0.2876061816837323,0.0,30.0,6.0,0.0009950999956345186
32,0.0,0.1,L1,10,nonlinear,mini_batch,3625.0277308028562,3624.791708317248,0.2360224856083674,0.0,35.0,7.0,0.0011426999990362674
32,0.0,0.1,L1,10,nonlinear,mini_batch,1151.3495858377646,1151.1798769006964,0.1697089370682885,0.0,40.0,8.0,0.0012892000086139888
32,0.0,0.1,L1,10,nonlinear,mini_batch,3409.8275714023953,3409.633077997611,0.1944934047841258,0.0,45.0,9.0,0.0014355000021168962
32,0.0,0.1,L1,10,nonlinear,mini_batch,1681.2566189934503,1681.0328078600555,0.22381113339474912,0.0,50.0,10.0,0.0015806000010343269
32,0.0,0.1,L1,10,nonlinear,mini_batch,2241.148590264614,2240.922931787704,0.22565847691003393,0.0,55.0,11.0,0.0017255999991903082
32,0.0,0.1,L1,10,nonlinear,mini_batch,2565.433314385493,2565.184802660902,0.24851172459109563,0.0,60.0,12.0,0.0018708999996306375
32,0.0,0.1,L1,10,nonlinear,mini_batch,1197.0002635784062,1196.840043629877,0.16021994852912136,0.0,65.0,13.0,0.002015300007769838
32,0.0,0.1,L1,10,nonlinear,mini_batch,3677.6883302925944,3677.4203239689123,0.26800632368194616,0.0,70.0,14.0,0.002159900002880022
32,0.0,0.1,L1,10,nonlinear,mini_batch,227.69390555300794,227.56746425902742,0.12644129398051146,0.0,75.0,15.0,0.0023096000077202916
32,0.0,0.1,L1,10,nonlinear,mini_batch,1600.3885229566565,1600.2169046354136,0.1716183212429852,0.0,80.0,16.0,0.002501099996152334
