batch_size,lambda2,lambda1,regularization,degree,dataset,method,loss,risk,l1,l2,grad_evals,epochs,time
1,0.0,0.0,none,5,nonlinear,mini_batch,0.8011107210671458,0.8011107210671458,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,none,5,nonlinear,mini_batch,3.9883037906644025,3.9883037906644025,0.0,0.0,150.0,1.0,0.0020323999924585223
1,0.0,0.0,none,5,nonlinear,mini_batch,31.0656276943474,31.0656276943474,0.0,0.0,300.0,2.0,0.003983399990829639
1,0.0,0.0,none,5,nonlinear,mini_batch,6.240056327783228,6.240056327783228,0.0,0.0,450.0,3.0,0.005930599989369512
1,0.0,0.0,none,5,nonlinear,mini_batch,7.949629136369858,7.949629136369858,0.0,0.0,600.0,4.0,0.007977099987328984
1,0.0,0.0,none,5,nonlinear,mini_batch,7.824436805933826,7.824436805933826,0.0,0.0,750.0,5.0,0.009990899998228997
1,0.0,0.0,none,5,nonlinear,mini_batch,5.292355252587846,5.292355252587846,0.0,0.0,900.0,6.0,0.011951499996939674
1,0.0,0.0,none,5,nonlinear,mini_batch,0.9829567379738569,0.9829567379738569,0.0,0.0,1050.0,7.0,0.013879899997846223
1,0.0,0.0,none,5,nonlinear,mini_batch,23.076582557143674,23.076582557143674,0.0,0.0,1200.0,8.0,0.01583099999697879
1,0.0,0.0,none,5,nonlinear,mini_batch,1.3190962251265814,1.3190962251265814,0.0,0.0,1350.0,9.0,0.01776229999086354
1,0.0,0.0,none,5,nonlinear,mini_batch,24.947746632455093,24.947746632455093,0.0,0.0,1500.0,10.0,0.019690199987962842
1,0.0,0.0,none,5,nonlinear,mini_batch,6.35013951012714,6.35013951012714,0.0,0.0,1650.0,11.0,0.02173449999827426
1,0.0,0.0,none,5,nonlinear,mini_batch,43.8203412542145,43.8203412542145,0.0,0.0,1800.0,12.0,0.023676399985561147
1,0.0,0.0,none,5,nonlinear,mini_batch,20.778207490905576,20.778207490905576,0.0,0.0,1950.0,13.0,0.025996399999712594
1,0.0,0.0,none,5,nonlinear,mini_batch,32.839331542014186,32.839331542014186,0.0,0.0,2100.0,14.0,0.02792090000002645
1,0.0,0.0,none,5,nonlinear,mini_batch,4.950971421230306,4.950971421230306,0.0,0.0,2250.0,15.0,0.02984779998951126
1,0.0,0.0,none,5,nonlinear,mini_batch,37.062539089826906,37.062539089826906,0.0,0.0,2400.0,16.0,0.03176409998559393
1,0.0,0.0,none,5,nonlinear,mini_batch,0.4410581797550478,0.4410581797550478,0.0,0.0,2550.0,17.0,0.03367879999859724
1,0.0,0.0,none,5,nonlinear,mini_batch,50.1623816694506,50.1623816694506,0.0,0.0,2700.0,18.0,0.03560509999806527
1,0.0,0.0,none,5,nonlinear,mini_batch,0.26586189283033945,0.26586189283033945,0.0,0.0,2850.0,19.0,0.037598799986881204
1,0.0,0.0,none,5,nonlinear,mini_batch,4.575818487917132,4.575818487917132,0.0,0.0,3000.0,20.0,0.03951509999751579
1,0.0,0.0,none,5,nonlinear,mini_batch,0.7035557744928814,0.7035557744928814,0.0,0.0,3150.0,21.0,0.04142539999156725
1,0.0,0.0,none,5,nonlinear,mini_batch,44.59198998554453,44.59198998554453,0.0,0.0,3300.0,22.0,0.043448799988254905
1,0.0,0.0,none,5,nonlinear,mini_batch,11.4050181776547,11.4050181776547,0.0,0.0,3450.0,23.0,0.04536819999339059
1,0.0,0.0,none,5,nonlinear,mini_batch,5.92306489525546,5.92306489525546,0.0,0.0,3600.0,24.0,0.04752369999187067
1,0.0,0.0,none,5,nonlinear,mini_batch,29.833081415160585,29.833081415160585,0.0,0.0,3750.0,25.0,0.049552999989828095
1,0.0,0.0,none,5,nonlinear,mini_batch,7.98792668352624,7.98792668352624,0.0,0.0,3900.0,26.0,0.05146919999970123
1,0.0,0.0,none,5,nonlinear,mini_batch,1.5479131937967932,1.5479131937967932,0.0,0.0,4050.0,27.0,0.05337359999248292
1,0.0,0.0,none,5,nonlinear,mini_batch,0.8264976900537978,0.8264976900537978,0.0,0.0,4200.0,28.0,0.05527769999753218
1,0.0,0.0,none,5,nonlinear,mini_batch,7.953777060465281,7.953777060465281,0.0,0.0,4350.0,29.0,0.05722089999471791
1,0.0,0.0,none,5,nonlinear,mini_batch,14.90498371114599,14.90498371114599,0.0,0.0,4500.0,30.0,0.059240399990812875
1,0.0,0.0,none,5,nonlinear,mini_batch,0.4681071622905101,0.4681071622905101,0.0,0.0,4650.0,31.0,0.06115539999154862
1,0.0,0.0,none,5,nonlinear,mini_batch,4.122038495432038,4.122038495432038,0.0,0.0,4800.0,32.0,0.06307929998729378
1,0.0,0.0,none,5,nonlinear,mini_batch,1.3103273578104238,1.3103273578104238,0.0,0.0,4950.0,33.0,0.06498959999589715
1,0.0,0.0,none,5,nonlinear,mini_batch,2.2507743766943116,2.2507743766943116,0.0,0.0,5100.0,34.0,0.06690179998986423
1,0.0,0.0,none,5,nonlinear,mini_batch,0.40966874217309024,0.40966874217309024,0.0,0.0,5250.0,35.0,0.06882679999398533
1,0.0,0.0,none,5,nonlinear,mini_batch,21.648225296734665,21.648225296734665,0.0,0.0,5400.0,36.0,0.07086899998830631
1,0.0,0.0,none,5,nonlinear,mini_batch,3.177211912308175,3.177211912308175,0.0,0.0,5550.0,37.0,0.07278549998591188
1,0.0,0.0,none,5,nonlinear,mini_batch,7.029697652224953,7.029697652224953,0.0,0.0,5700.0,38.0,0.07509409998601768
1,0.0,0.0,none,5,nonlinear,mini_batch,7.144074384743277,7.144074384743277,0.0,0.0,5850.0,39.0,0.07713459999649785
1,0.0,0.0,none,5,nonlinear,mini_batch,1.3792253217048165,1.3792253217048165,0.0,0.0,6000.0,40.0,0.07912459998624399
1,0.0,0.0,none,5,nonlinear,mini_batch,13.170279885268355,13.170279885268355,0.0,0.0,6150.0,41.0,0.0810326999926474
1,0.0,0.0,none,5,nonlinear,mini_batch,6.925358126213223,6.925358126213223,0.0,0.0,6300.0,42.0,0.08294259999820497
1,0.0,0.0,none,5,nonlinear,mini_batch,0.7739230404483711,0.7739230404483711,0.0,0.0,6450.0,43.0,0.08486549998633564
1,0.0,0.0,none,5,nonlinear,mini_batch,18.0665810397646,18.0665810397646,0.0,0.0,6600.0,44.0,0.08678529999451712
1,0.0,0.0,none,5,nonlinear,mini_batch,0.3995699931038218,0.3995699931038218,0.0,0.0,6750.0,45.0,0.0887627999909455
1,0.0,0.0,none,5,nonlinear,mini_batch,12.323081472965493,12.323081472965493,0.0,0.0,6900.0,46.0,0.09067079999658745
1,0.0,0.0,none,5,nonlinear,mini_batch,13.006532257491198,13.006532257491198,0.0,0.0,7050.0,47.0,0.09258879999106284
1,0.0,0.0,none,5,nonlinear,mini_batch,0.4816034004582245,0.4816034004582245,0.0,0.0,7200.0,48.0,0.09449429999222048
1,0.0,0.0,none,5,nonlinear,mini_batch,9.521055037411722,9.521055037411722,0.0,0.0,7350.0,49.0,0.09640189999481663
1,0.0,0.0,none,5,nonlinear,mini_batch,8.94445693984231,8.94445693984231,0.0,0.0,7500.0,50.0,0.0983286999980919
1,0.0,0.0,none,5,nonlinear,mini_batch,7.567196454312612,7.567196454312612,0.0,0.0,7650.0,51.0,0.10023699999146629
1,0.0,0.0,none,5,nonlinear,mini_batch,0.34996790541487294,0.34996790541487294,0.0,0.0,7800.0,52.0,0.1021741999866208
1,0.0,0.0,none,5,nonlinear,mini_batch,0.3488422331642589,0.3488422331642589,0.0,0.0,7950.0,53.0,0.10407619999023154
1,0.0,0.0,none,5,nonlinear,mini_batch,1.1694513170054313,1.1694513170054313,0.0,0.0,8100.0,54.0,0.10604659999080468
1,0.0,0.0,none,5,nonlinear,mini_batch,0.3122855659972881,0.3122855659972881,0.0,0.0,8250.0,55.0,0.10796059999847785
1,0.0,0.0,none,5,nonlinear,mini_batch,0.614116935465626,0.614116935465626,0.0,0.0,8400.0,56.0,0.1098677999980282
1,0.0,0.0,none,5,nonlinear,mini_batch,11.961096110221346,11.961096110221346,0.0,0.0,8550.0,57.0,0.11186319999978878
1,0.0,0.0,none,5,nonlinear,mini_batch,2.0231850667945905,2.0231850667945905,0.0,0.0,8700.0,58.0,0.11377209999773186
1,0.0,0.0,none,5,nonlinear,mini_batch,7.077979962809058,7.077979962809058,0.0,0.0,8850.0,59.0,0.11567109999305103
1,0.0,0.0,none,5,nonlinear,mini_batch,1.4277658429386424,1.4277658429386424,0.0,0.0,9000.0,60.0,0.11756939999759197
1,0.0,0.0,none,5,nonlinear,mini_batch,13.101940234770016,13.101940234770016,0.0,0.0,9150.0,61.0,0.11950579998665489
1,0.0,0.0,none,5,nonlinear,mini_batch,0.9355313295738531,0.9355313295738531,0.0,0.0,9300.0,62.0,0.1214756999979727
1,0.0,0.0,none,5,nonlinear,mini_batch,2.518797583189159,2.518797583189159,0.0,0.0,9450.0,63.0,0.12339229999633972
1,0.0,0.0,none,5,nonlinear,mini_batch,1.2161612127932135,1.2161612127932135,0.0,0.0,9600.0,64.0,0.12529949999589007
1,0.0,0.0,none,5,nonlinear,mini_batch,3.9697651796965063,3.9697651796965063,0.0,0.0,9750.0,65.0,0.1272187999857124
1,0.0,0.0,none,5,nonlinear,mini_batch,6.928941963669401,6.928941963669401,0.0,0.0,9900.0,66.0,0.12912909999431577
1,0.0,0.0,none,5,nonlinear,mini_batch,0.6213915116910649,0.6213915116910649,0.0,0.0,10050.0,67.0,0.131033399986336
1,0.0,0.0,none,5,nonlinear,mini_batch,4.55999739032279,4.55999739032279,0.0,0.0,10200.0,68.0,0.13296069999341853
1,0.0,0.0,none,5,nonlinear,mini_batch,0.48203871831471795,0.48203871831471795,0.0,0.0,10350.0,69.0,0.1348695999913616
1,0.0,0.0,none,5,nonlinear,mini_batch,1.4956209202131492,1.4956209202131492,0.0,0.0,10500.0,70.0,0.13678609998896718
1,0.0,0.0,none,5,nonlinear,mini_batch,0.7942538652674761,0.7942538652674761,0.0,0.0,10650.0,71.0,0.13869499998691026
1,0.0,0.0,none,5,nonlinear,mini_batch,10.135038768996361,10.135038768996361,0.0,0.0,10800.0,72.0,0.14101879998634104
1,0.0,0.0,none,5,nonlinear,mini_batch,1.396709566757571,1.396709566757571,0.0,0.0,10950.0,73.0,0.14301379999960773
1,0.0,0.0,none,5,nonlinear,mini_batch,6.482205600243273,6.482205600243273,0.0,0.0,11100.0,74.0,0.1449267999996664
1,0.0,0.0,none,5,nonlinear,mini_batch,1.7547600887551167,1.7547600887551167,0.0,0.0,11250.0,75.0,0.14685899998585228
1,0.0,0.0,none,5,nonlinear,mini_batch,0.46207891861466066,0.46207891861466066,0.0,0.0,11400.0,76.0,0.14877399998658802
