lambda2,lambda1,regularization,degree,dataset,method,loss,risk,l1,l2,grad_evals,epochs,time
0.0,0.0,none,10,nonlinear,gauss_newton,0.8011107210671458,0.8011107210671458,0.0,0.0,0.0,0.0,0.0
0.0,0.0,none,10,nonlinear,gauss_newton,0.12057135167357046,0.12057135167357046,0.0,0.0,1.0,1.0,9.019998833537102e-05
0.0,0.0,none,10,nonlinear,gauss_newton,0.12057135167357018,0.12057135167357018,0.0,0.0,2.0,2.0,0.00014959998952690512
0.0,0.0,none,10,nonlinear,gauss_newton,0.12057135167356971,0.12057135167356971,0.0,0.0,3.0,3.0,0.0002001999964704737
