batch_size,lambda2,lambda1,regularization,degree,dataset,method,loss,risk,l1,l2,grad_evals,epochs,time
1,0.0,0.0,none,5,nonlinear,sgd,0.8011107210671458,0.8011107210671458,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,none,5,nonlinear,sgd,0.7748100335464388,0.7748100335464388,0.0,0.0,150.0,1.0,0.002029799987212755
1,0.0,0.0,none,5,nonlinear,sgd,26.88037729482506,26.88037729482506,0.0,0.0,300.0,2.0,0.003983599992352538
1,0.0,0.0,none,5,nonlinear,sgd,0.8930142988211266,0.8930142988211266,0.0,0.0,450.0,3.0,0.005925299992668442
1,0.0,0.0,none,5,nonlinear,sgd,23.842631885026833,23.842631885026833,0.0,0.0,600.0,4.0,0.0078664999891771
1,0.0,0.0,none,5,nonlinear,sgd,0.6039743917479624,0.6039743917479624,0.0,0.0,750.0,5.0,0.009827499990933575
1,0.0,0.0,none,5,nonlinear,sgd,20.257225414241372,20.257225414241372,0.0,0.0,900.0,6.0,0.01176609999674838
1,0.0,0.0,none,5,nonlinear,sgd,1.083876502277298,1.083876502277298,0.0,0.0,1050.0,7.0,0.013921199992182665
1,0.0,0.0,none,5,nonlinear,sgd,0.6601078543763172,0.6601078543763172,0.0,0.0,1200.0,8.0,0.015859299994190224
1,0.0,0.0,none,5,nonlinear,sgd,6.6746057865917345,6.6746057865917345,0.0,0.0,1350.0,9.0,0.017772299994248897
1,0.0,0.0,none,5,nonlinear,sgd,21.217213911612937,21.217213911612937,0.0,0.0,1500.0,10.0,0.019689199994900264
1,0.0,0.0,none,5,nonlinear,sgd,0.5739123651437683,0.5739123651437683,0.0,0.0,1650.0,11.0,0.021593199999188073
1,0.0,0.0,none,5,nonlinear,sgd,0.5043191435276955,0.5043191435276955,0.0,0.0,1800.0,12.0,0.02351739999721758
1,0.0,0.0,none,5,nonlinear,sgd,10.46710468903561,10.46710468903561,0.0,0.0,1950.0,13.0,0.02542859999812208
1,0.0,0.0,none,5,nonlinear,sgd,1.7761388946716283,1.7761388946716283,0.0,0.0,2100.0,14.0,0.027342699992004782
1,0.0,0.0,none,5,nonlinear,sgd,16.489803707113573,16.489803707113573,0.0,0.0,2250.0,15.0,0.029341199988266453
1,0.0,0.0,none,5,nonlinear,sgd,3.3028608114833453,3.3028608114833453,0.0,0.0,2400.0,16.0,0.03126879999763332
1,0.0,0.0,none,5,nonlinear,sgd,10.949410583690506,10.949410583690506,0.0,0.0,2550.0,17.0,0.033179799997014925
1,0.0,0.0,none,5,nonlinear,sgd,21.722563463780585,21.722563463780585,0.0,0.0,2700.0,18.0,0.035090999997919425
1,0.0,0.0,none,5,nonlinear,sgd,7.952102354087521,7.952102354087521,0.0,0.0,2850.0,19.0,0.03701549999823328
1,0.0,0.0,none,5,nonlinear,sgd,4.191801976512928,4.191801976512928,0.0,0.0,3000.0,20.0,0.03893079998670146
1,0.0,0.0,none,5,nonlinear,sgd,26.587240130020792,26.587240130020792,0.0,0.0,3150.0,21.0,0.040844899995136075
1,0.0,0.0,none,5,nonlinear,sgd,1.0191728035837329,1.0191728035837329,0.0,0.0,3300.0,22.0,0.04276079998817295
1,0.0,0.0,none,5,nonlinear,sgd,1.6598218247070715,1.6598218247070715,0.0,0.0,3450.0,23.0,0.04477869998663664
1,0.0,0.0,none,5,nonlinear,sgd,1.259777374143714,1.259777374143714,0.0,0.0,3600.0,24.0,0.046703199986950494
1,0.0,0.0,none,5,nonlinear,sgd,8.09759712205987,8.09759712205987,0.0,0.0,3750.0,25.0,0.04861709999386221
1,0.0,0.0,none,5,nonlinear,sgd,12.399063375649064,12.399063375649064,0.0,0.0,3900.0,26.0,0.050559899988002144
1,0.0,0.0,none,5,nonlinear,sgd,10.861526607351891,10.861526607351891,0.0,0.0,4050.0,27.0,0.052487099994323216
1,0.0,0.0,none,5,nonlinear,sgd,6.993068163350817,6.993068163350817,0.0,0.0,4200.0,28.0,0.05440269999962766
1,0.0,0.0,none,5,nonlinear,sgd,6.364186732540473,6.364186732540473,0.0,0.0,4350.0,29.0,0.05631899999571033
1,0.0,0.0,none,5,nonlinear,sgd,2.5061993078222637,2.5061993078222637,0.0,0.0,4500.0,30.0,0.05824799998663366
1,0.0,0.0,none,5,nonlinear,sgd,2.542641678204323,2.542641678204323,0.0,0.0,4650.0,31.0,0.0601802999881329
1,0.0,0.0,none,5,nonlinear,sgd,0.6657435964056322,0.6657435964056322,0.0,0.0,4800.0,32.0,0.06224479999218602
